"age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
27,"full figured","mostly anything","socially","never","graduated from masters program","white",66,NA,"hospitality / travel",2012-05-19 17:04:00,"san francisco, california",NA,"straight","has dogs","atheism and laughing about it","f","virgo but it doesn't matter","sometimes","english (fluently), french (fluently), german (okay), spanish (poorly)","single","i am a 26 year old professional - i work in the travel industry, but my secret dream is to own my own restaurant someday -  i grew up in par"
28,"athletic",NA,"socially",NA,NA,NA,70,NA,NA,2012-07-01 01:51:00,"san francisco, california",NA,"straight",NA,"judaism","m","virgo","no","english, spanish, portuguese (poorly)","single","i'm soft spoken until you get to know me, then i open up. i'm really talented at a lot of things, but rather have you find out about them fr"
30,NA,"strictly anything","socially","never","working on masters program","white",61,NA,NA,2012-06-19 23:12:00,"san francisco, california",NA,"straight",NA,NA,"f","virgo but it doesn't matter","no","english","single","whether it's an impromptu road trip or a visit abroad, i love to travel and go on adventures. i am down to earth, generally curious and work"
36,"curvy",NA,"socially","never","graduated from ph.d program","white",68,NA,"medicine / health",2012-06-30 14:13:00,"oakland, california","doesn't have kids","straight","likes dogs","judaism","f",NA,"no","english","single","new to the bay area by way of nyc and san diego, where i spent 6 years getting my phd in child psych. note: i don't care about degrees and d"
38,"fit",NA,"rarely","never","graduated from college/university","asian",61,NA,"banking / financial / real estate",2012-06-17 23:31:00,"hayward, california","has a kid","straight","likes dogs","buddhism","f","sagittarius and it's fun to think about","no","english","single","in short, i'm not perfect. i try to improve myself everyday. i hope to find soul mate who thinks he isn't perfect either (down to earth is a"
25,NA,NA,"socially","never","working on college/university","white",75,NA,"other",2012-06-11 22:32:00,"belmont, california",NA,"straight","likes dogs and dislikes cats","agnosticism","m",NA,"no","english","single","born and raised in the bay area, i love lake tahoe and skiing, loooooooong road trips, hiking/camping, off-roading, anything automotive rela"
22,"average",NA,"socially","never",NA,"asian",71,NA,"medicine / health",2012-06-29 16:02:00,"san francisco, california",NA,"straight",NA,"catholicism","m","sagittarius","no","english","single","i'm a ""go with the flow"" type of guy, whose usually down for anything    i'm a big fan of baseball, especially when it comes to pitching.   "
25,"athletic","anything","socially","never","dropped out of college/university","hispanic / latin",61,NA,"sales / marketing / biz dev",2011-11-12 19:17:00,"oakland, california",NA,"gay","likes dogs","catholicism but not too serious about it","f","virgo","yes","english (fluently), spanish (okay)","single","i love to surround myself around positive people who can make me laugh, and people who i can also learn from. i love adventures and being ou"
57,"curvy","mostly anything","socially","never","graduated from college/university","white",66,NA,"artistic / musical / writer",2012-06-26 08:31:00,"berkeley, california","has a kid","straight","has cats","christianity and laughing about it","f","virgo and it's fun to think about","no","english, french (poorly)","single","lets see.....i grew up in a small town in california and moved to the bay area as soon as i was out of high school. i live in berkeley now a"
39,"used up","vegetarian","socially","sometimes","graduated from space camp","white, other",72,NA,"other",2012-06-30 09:17:00,"berkeley, california",NA,"straight","has dogs and likes cats","other and laughing about it","f","taurus and it's fun to think about","no","english (fluently), czech (fluently), french (poorly), spanish (poorly)","single","i'm driven by guts and heart rather than convention.  i connect the dots.  i find joy in the ordinary.  i say yes more often than no.  i und"
31,"athletic","mostly anything","socially","never","college/university","white",77,NA,"executive / management",2012-06-21 15:37:00,"san francisco, california",NA,"straight",NA,NA,"m","aquarius","no","english, spanish (fluently)","single","hello, my name is ben. i've lived in san francisco for almost 2 years. i'm originally from berkeley, but i lived in la and went to high scho"
27,NA,NA,"often","sometimes","working on masters program",NA,63,NA,"education / academia",2012-05-25 20:11:00,"oakland, california",NA,"straight",NA,NA,"f","libra and it's fun to think about","no","english","single","i feel really uncomfortable writing about myself. i guess it's hard not to feel cheesy. here it goes...    born and raised in the bay area. "
29,"skinny","mostly vegetarian","socially",NA,"graduated from college/university","other",63,NA,"hospitality / travel",2012-06-30 02:20:00,"san francisco, california",NA,"straight","likes cats","atheism","f","libra and it's fun to think about",NA,"english","single","born in the east. raised in las vegas. worked in the arts for several years. starting anew in san francisco. loves cats. and glitter."
45,"fit",NA,NA,"never","graduated from college/university","white",71,30000,"entertainment / media",2012-05-15 21:32:00,"richmond, california",NA,"straight","likes dogs","atheism","m","capricorn but it doesn't matter","no","english","single","i recently moved back to sf after being away for 10 years while i was in the circus, yes really. i still perform on a regular basis all over"
27,"curvy",NA,"socially",NA,"graduated from college/university",NA,64,NA,NA,2012-06-27 20:42:00,"oakland, california",NA,"straight","likes dogs and dislikes cats","judaism","f","sagittarius","no","english, hebrew (poorly)","single","i moved to oakland from chicago a few years ago. so far, i've lived in all the us time zones and i'm really enjoying being out in the bay ar"
32,"curvy",NA,"socially","never","graduated from college/university","white",68,NA,"political / government",2012-06-24 22:09:00,"richmond, california",NA,"straight","likes dogs and likes cats","christianity and laughing about it","f","pisces and it's fun to think about","no","english (fluently), french (poorly)","single","i am compassionate, loyal, fun. i work in the city at a job that i love, but am an east bay girl at heart. during the summer i like to spend"
21,"fit",NA,"socially","never","working on college/university","asian",68,NA,NA,2011-06-27 23:21:00,"berkeley, california",NA,"gay",NA,NA,"m",NA,"no","english","single","hey guys, i'm new to the scene but i am definitely a top. just looking to explore - see what's out there. not really looking for anything in"
46,"average","mostly anything","socially","never","working on college/university","white",66,NA,"other",2012-05-09 18:39:00,"oakland, california","doesn't want kids","straight","has dogs and likes cats","atheism and laughing about it","f","aquarius and it's fun to think about","no","english","single","i love ice cream. i get so excited when i walk into an ice cream shop, pick my favorite and leave with treat in hand. makes me feel like a k"
36,"fit",NA,"socially","never","graduated from college/university","other",66,NA,"education / academia",2012-06-19 09:29:00,"oakland, california","has kids","straight","likes dogs","christianity","f",NA,"no","english (poorly), portuguese (fluently)","single","hello! i'm elisama lcia, i am from brazil. i have been studying english for a while but it's a very tricky language. i've heard about this w"
44,"fit","mostly vegetarian","socially","never","graduated from college/university","white",68,NA,"artistic / musical / writer",2012-06-28 18:13:00,"san francisco, california",NA,"straight",NA,"agnosticism but not too serious about it","m","scorpio but it doesn't matter",NA,"english (fluently), spanish (okay)","single","hey. i'm a romantic, poet, nature-lovin', country and blues kinda guy (though i like plenty of other music--rock, jazz, some classical)--a k"
21,"average","anything","socially","never","dropped out of college/university","hispanic / latin",67,NA,"other",2012-04-22 14:18:00,"south san francisco, california",NA,"straight","likes dogs and has cats","atheism but not too serious about it","m","scorpio but it doesn't matter","when drinking","english, spanish (poorly)","single","well, i have two eyes, a mouth, ears on occasion. i like long walks on the beaches of alcatraz and i used to be apart of a barbershop quarte"
25,"a little extra","mostly anything","not at all","never","working on college/university","black",65,NA,"student",2011-11-08 12:25:00,"pinole, california",NA,"straight","likes dogs","christianity and very serious about it","f",NA,"no","english","single","well now... to summarize myself is to only focus on the really great things about me. hmm... where to begin! haha, j/k. these things always "
59,NA,NA,"not at all","never","graduated from college/university","white",65,NA,"medicine / health",2012-06-18 23:17:00,"moraga, california",NA,"straight","has dogs","other","f","virgo but it doesn't matter","no","english (fluently)","single","hmm what am i doing on this site - i guess the best part are those darn tests - i think i am addicted to them - they are soooo silly, and fu"
27,"curvy","mostly anything","socially","never","working on masters program","white",67,NA,"education / academia",2012-06-06 23:34:00,"walnut creek, california",NA,"straight","has dogs","catholicism","f","libra","no","english (fluently)","single","with me, what you see is what you get. i'm low-key, nice, sarcastic, say what i'm thinking, deliberate, organized, fun, and have many storie"
20,"used up","mostly anything","rarely","sometimes","dropped out of space camp","asian, pacific islander, white, other",60,20000,"other",2012-07-01 01:28:00,"walnut creek, california","doesn't have kids, and doesn't want any","straight","likes dogs and likes cats","other and laughing about it","f","gemini and it's fun to think about","no","english (poorly)","single","crude. vivacious. call 911 poo-chi_mama2hott. whups. y'all."
27,"fit","anything","socially","never",NA,"hispanic / latin, white",70,NA,"artistic / musical / writer",2012-05-17 11:01:00,"san francisco, california",NA,"straight",NA,"agnosticism","m","cancer but it doesn't matter","no","english","single","i'm a really busy guy working two jobs, both of which i love! i'm very easy going but please don't confuse that for lazy or apathetic. i lov"
20,NA,NA,"rarely","never",NA,"asian",61,NA,NA,2012-07-01 01:30:00,"oakland, california",NA,"straight",NA,NA,"f",NA,"no","english","single","hi, i'm jeanette-- part time nerd, full time pun-maker! tell me jokes (especially astronomy ones) and i'm halfway yours. probably. i really "
25,"average","anything","very often","sometimes","graduated from college/university","white",66,NA,"artistic / musical / writer",2012-06-20 19:43:00,"san francisco, california","doesn't have kids","straight","likes cats","agnosticism and laughing about it","m","taurus but it doesn't matter","when drinking","english (fluently), japanese (poorly)","single","i firmly believe that anything is possible, and you should never assume you know everything there is to know about a subject / roller disco "
34,"average","anything","socially","never",NA,"white",77,NA,"executive / management",2012-06-30 09:40:00,"san francisco, california","doesn't have kids","gay","likes dogs and likes cats",NA,"m","virgo but it doesn't matter","no","english (fluently), french, japanese, spanish, russian","single","i'm generally well traveled, intelligent, fiercely loyal, and focused on expanding my social circle, interests, and discovering more of the "
43,"athletic",NA,"not at all","never","graduated from masters program","white",69,NA,"medicine / health",2012-06-05 21:21:00,"san francisco, california",NA,"gay","likes dogs and likes cats","other and somewhat serious about it","m","virgo and it's fun to think about","no","english (okay)","single","i am kind, loyal and curious. i have done a lot of soul searching to get to know who i am and who i am not. where i am going in life and wha"
21,"curvy","mostly anything","socially","never","working on college/university","asian",65,20000,"other",2012-06-26 18:50:00,"san francisco, california",NA,"straight",NA,"christianity but not too serious about it","f","leo but it doesn't matter","when drinking","english","seeing someone","i'm in a relationship!! (if you already didn't notice in my status) i probably just saved 90% of people's time who will probably stop readin"
42,"curvy","anything","not at all","never","working on college/university","white",60,NA,"executive / management",2011-12-27 22:24:00,"oakland, california",NA,"straight",NA,NA,"f","virgo",NA,"english, spanish (okay)","single",NA
32,"a little extra","strictly anything","rarely","never",NA,"white",71,NA,"computer / hardware / software",2012-06-25 11:39:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs","christianity","m","gemini","no","english (fluently)","single","not a rockstar when it comes to articulating myself. if you wanna know ping me."
30,"average","mostly anything","socially","never","graduated from college/university","white",66,30000,"sales / marketing / biz dev",2012-06-25 15:11:00,"moraga, california",NA,"straight",NA,"christianity","f",NA,"when drinking","english","single","hey there! i'm a native east bay kid working in the big city. i like to think i'm the outgoing type of girl, but i can be really shy and res"
28,"fit",NA,"socially","never","graduated from masters program","white",74,NA,"computer / hardware / software",2012-05-09 08:36:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english, ukrainian, c++","single","unrepentant workaholic, software engineer, scientist, into running, biking (road and mtb), and good coffee."
31,"athletic","mostly anything","socially","never","graduated from masters program","middle eastern",70,150000,"science / tech / engineering",2012-07-01 01:42:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs","agnosticism but not too serious about it","m","scorpio but it doesn't matter","no","english","single","easy going and fun guy, who just moved to sf from seattle and am loving this city and people. work in tech and moved here for a job i love ("
28,"athletic",NA,"socially","never","graduated from college/university","white",64,NA,"other",2012-06-18 08:17:00,"martinez, california",NA,"gay",NA,"agnosticism and laughing about it","f","taurus and it's fun to think about",NA,"english (fluently), spanish (okay), sign language (okay)","seeing someone","i absolutely love life and am thankful for my family and friends. i grew up in southern california, spending most of my adolescent years in "
31,"thin","mostly anything","socially",NA,"graduated from college/university","white",69,NA,"education / academia",2012-06-29 12:45:00,"oakland, california","doesn't have kids, but might want them","straight","likes dogs and has cats","agnosticism and laughing about it","f","aries and it's fun to think about","no","english (fluently), spanish (poorly)","single","i moved from portland to oakland about four years ago and so far, so good. i love the outdoors and on sunny weekends, i like to go camping a"
24,"athletic","strictly anything","socially","never","graduated from college/university","asian",63,NA,"science / tech / engineering",2012-06-28 22:20:00,"san francisco, california",NA,"straight","has dogs","other and laughing about it","f","taurus and it's fun to think about","no","english (fluently)","single","i recently graduated cal poly san luis obispo in mechanical engineering and came back to san francisco, where i was born and raised.    i'm "
38,"fit","mostly anything","not at all","never","graduated from college/university","white",65,NA,"artistic / musical / writer",2012-06-30 20:55:00,"berkeley, california",NA,"straight","likes dogs and likes cats","judaism","f","leo","no","english","single","i am passionate about everything i do. for me, anything worth doing is worth doing well. words that describe me; thoughtful, sweet, playful,"
29,"thin",NA,"socially","sometimes",NA,"white",77,50000,"sales / marketing / biz dev",2012-06-30 14:53:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english","single","new to the city englishman, enjoying exploring... message me to say hi, get to know me or just recommend some spots not to be missed in this"
26,"skinny","anything","socially",NA,"graduated from college/university","asian",65,NA,"computer / hardware / software",2012-06-29 01:21:00,"san francisco, california",NA,"straight",NA,"atheism and laughing about it","m",NA,"no","english (fluently), chinese (poorly), spanish (poorly)","single","i grew up in the midwest (chicago) and went to college on the east coast (boston), then moved to the sf bay area for work, and never looked "
23,"skinny","mostly anything","socially","never","working on college/university","asian",67,NA,"student",2012-06-23 10:34:00,"san francisco, california",NA,"gay","likes dogs and likes cats","buddhism but not too serious about it","m","libra and it's fun to think about","no","english (fluently), vietnamese (fluently)","single","am a nice sweet guy, caring, goofy guy lol. been independent both financially and emotionally since i was 18, been on some newspapers, tvs a"
28,"athletic","mostly anything","socially",NA,"graduated from college/university","white",68,NA,"science / tech / engineering",2012-06-29 09:49:00,"san francisco, california",NA,"straight","likes dogs","other","m","libra","no","english (fluently), spanish (okay)","single","keeping it light, staying positive, and just enjoying each trip around the sun."
51,"average",NA,"socially","never","graduated from masters program","white",63,NA,"medicine / health",2012-06-29 22:28:00,"larkspur, california","doesn't want kids","straight","dislikes dogs and dislikes cats",NA,"f","scorpio","no","english (fluently), spanish (poorly)","single","i work for myself and really enjoy the work i do. i am originally  from the east coast and have been living on the west coast for the  past "
40,"overweight","mostly anything","socially",NA,"graduated from masters program","white",66,100000,"computer / hardware / software",2012-06-24 15:49:00,"san francisco, california",NA,"straight","likes dogs and has cats","atheism and somewhat serious about it","m","cancer and it's fun to think about","no","english (fluently), german (poorly)","single",NA
38,NA,NA,"socially","sometimes","dropped out of space camp","other",64,1000000,"artistic / musical / writer",2011-10-14 14:27:00,"berkeley, california",NA,"straight","has dogs","agnosticism","f","scorpio and it's fun to think about","when drinking","english (fluently), spanish (poorly), sign language (okay), polish (poorly)","single"," physical stats & key personality traits:   i am 35, cute, black hair*, green eyes, dorky glasses. 5'4"", curvy - yes, curvy - not obese, not"
40,"fit","mostly vegetarian","socially",NA,"graduated from college/university","white",68,NA,"other",2012-06-27 12:07:00,"san francisco, california",NA,"straight","likes dogs and likes cats",NA,"m","aquarius and it matters a lot","no","english, chinese (okay), spanish (poorly)","single","grew up on the east/west coast and east asia. went to school for fine art and design, became a jack of all trades and master of some. i feel"
27,"used up","mostly vegetarian","socially",NA,"graduated from college/university","white",66,NA,"retired",2012-04-10 11:11:00,"berkeley, california",NA,"straight","likes dogs","atheism","f","gemini",NA,"english, french","single","i enjoy making shit. i am funny. i like dancing. i am witty. i have picked up girl friends at every point in my life, and they never leave m"
33,"athletic",NA,"socially","never",NA,NA,71,20000,"artistic / musical / writer",2012-06-30 21:17:00,"berkeley, california",NA,"bisexual",NA,"agnosticism","m",NA,"no","english","single","i'm a submissive boy that is looking for a dominant person to take complete control of me. the more dominant and controlling you are the bet"
41,"fit","mostly anything","socially","never","graduated from college/university","white",63,NA,"hospitality / travel",2012-06-28 17:15:00,"san francisco, california","doesn't want kids","straight","likes dogs and likes cats","atheism","f","aries but it doesn't matter","no","english, french (poorly), spanish (poorly), portuguese (poorly)","single","i am a permanent backpacker. basically, i travel the globe in search of odd jobs- like working with chimpanzees and baby kangaroos, herding "
35,"fit","anything","socially","never","graduated from college/university","white",71,NA,"computer / hardware / software",2012-06-29 23:35:00,"san francisco, california",NA,"straight","likes dogs","judaism and laughing about it","m","sagittarius but it doesn't matter","no","english","single","i'm pretty awesome, yet often self deprecating. i'm from the east coast, but live in sf. i was raised jewish, yet love bacon. i'm a dork, ye"
31,NA,"mostly anything","socially",NA,"graduated from space camp",NA,64,NA,"other",2011-07-26 18:27:00,"san francisco, california",NA,"straight","likes dogs","judaism and laughing about it","f","capricorn but it doesn't matter","no","english (fluently), french (fluently), russian (okay)","single",NA
47,"curvy","mostly anything","socially","never","graduated from masters program","white",64,80000,"other",2012-06-30 01:42:00,"lafayette, california","has kids, but doesn't want more","straight","likes dogs and dislikes cats","judaism and laughing about it","f","sagittarius and it's fun to think about","no","english (fluently), spanish (poorly), french (poorly), other, other","single","me: over-educated but down to earth. a responsible woman and a girl who just wants to have fun. spontaneous and sensible. busy and active, b"
38,"athletic","anything","socially","never","graduated from masters program","white",73,NA,NA,2012-07-01 01:05:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english (fluently)","single",NA
27,"curvy",NA,"socially","sometimes","dropped out of college/university","white",71,NA,"science / tech / engineering",2012-06-30 19:36:00,"san francisco, california",NA,"gay","likes dogs and likes cats","atheism and laughing about it","m","sagittarius but it doesn't matter","when drinking","english (fluently)","single","well i'm a software developer and activist. i love good tv, movies, and music. i occasionally write or take photos. i dabble in politics & a"
40,"fit","anything","often",NA,"graduated from college/university","white",69,NA,"banking / financial / real estate",2012-06-26 20:22:00,"emeryville, california",NA,"gay","has dogs","atheism but not too serious about it","m","cancer","no","english","single","i do not live in emeryville. ok cupid is lying to you about that. in my spare time i race cars illegally, and run a non-profit that benefits"
34,NA,NA,"socially",NA,"graduated from college/university","hispanic / latin",61,NA,"other",2012-05-31 13:29:00,"oakland, california",NA,"gay","likes dogs",NA,"f","cancer and it's fun to think about","no","english","single","i'm so not good at writing these things. let me write about some shit that requires some analyzing or talking about social work-y stuff, and"
19,"thin","mostly anything","not at all","never","working on high school","white",71,NA,"student",2012-06-20 21:19:00,"san francisco, california",NA,"straight","likes dogs and has cats","atheism but not too serious about it","m","sagittarius but it doesn't matter","no","english (fluently)","single","working on this. (placeholder) also just for you to know the personality thing is very wrong it says i'm less well read which is ridiculous "
27,"curvy","mostly vegetarian","socially","never","graduated from two-year college","white",66,NA,"hospitality / travel",2012-06-28 20:30:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","agnosticism and somewhat serious about it","f","virgo and it matters a lot","sometimes","english (fluently), italian (okay), spanish (okay)","single","pastry chef from long island, ny ...new to the san francisco area. travelling throughout cali this entire year and ending up in some univers"
27,"fit","mostly anything","socially","sometimes","graduated from two-year college","white",72,40000,"sales / marketing / biz dev",2012-06-29 16:22:00,"san francisco, california","doesn't have kids, but might want them","straight","has dogs and likes cats","atheism and laughing about it","m","taurus but it doesn't matter","trying to quit","english (fluently)","single","i'm fun and spontaneous. i like civilized discourse but am a sucker for silly hypotheticals and banter. if i challenge you to a knife fight "
28,"average","strictly other","desperately","sometimes",NA,"hispanic / latin, white",70,NA,"computer / hardware / software",2012-06-30 16:30:00,"west oakland, california",NA,"straight","likes dogs and likes cats","buddhism and laughing about it","m","libra but it doesn't matter","no","english (fluently), c++ (poorly)","single","i am an avid storyteller and pragmatic dreamer. i believe it is important to be able to act like a goof while maintaining the sensibility of"
45,"athletic","vegan","socially","never","graduated from masters program","white",72,60000,"artistic / musical / writer",2012-02-14 21:32:00,"vallejo, california",NA,"straight","likes dogs and has cats","agnosticism","m","cancer","no","english (fluently)","single","i'm a professional musician, trombonist, and play with the best orchestras in the san francisco bay area: classical music, from the 15th to "
36,"average","anything","socially","never","graduated from masters program","white",69,100000,"artistic / musical / writer",2012-06-30 23:12:00,"san francisco, california","doesn't have kids, but might want them","bisexual","likes dogs and has cats","atheism and very serious about it","f","cancer but it doesn't matter","no","english (fluently), french (fluently)","available","update: june 2012- i'm seeing someone exclusively so i'm not looking for dates.    please read at the bottom of my profile:  ""i'm looking fo"
18,"thin","anything","rarely","sometimes","graduated from high school","hispanic / latin",63,1000000,"student",2012-06-23 08:02:00,"hayward, california","doesn't have kids, but might want them","bisexual","likes dogs","atheism and somewhat serious about it","m","cancer and it matters a lot","no","english (fluently), spanish (okay)","single","hello peoples! well let's see... first thing's first, i'm bisexual and i crossdress. i'm hoping in finding a guy or girl who is open-minded "
27,"average","strictly other","socially","never","working on college/university","white",74,1000000,"entertainment / media",2012-07-01 00:50:00,"emeryville, california",NA,"straight","likes dogs and dislikes cats","atheism and very serious about it","m","libra but it doesn't matter","no","english (fluently), chinese (poorly), spanish (okay)","single","i create games.  i like video games.  i make art for video games."
26,"average",NA,"rarely",NA,"working on ph.d program","white",64,NA,"medicine / health",2012-01-15 12:50:00,"san francisco, california",NA,"bisexual","likes dogs and likes cats","buddhism and laughing about it","f","capricorn and it's fun to think about","no","english","seeing someone","i am currently in a committed relationship with livelarge3m. we are actually a 99% match on here and, thus far, he is the most compatible pa"
46,"fit","mostly anything","socially","never","graduated from college/university","white",70,NA,NA,2012-06-29 22:36:00,"san bruno, california",NA,"straight",NA,"other and laughing about it","f","gemini but it doesn't matter","no","english, russian","single","easygoing and open minded; i love films, music and art.  i enjoy the outdoors specially parks. spring/summer is my favorite season and i lov"
20,"curvy","mostly anything","socially","never","working on two-year college","white",73,NA,"other",2012-06-27 12:24:00,"pacifica, california","doesn't have kids, but wants them","straight","has dogs and has cats","catholicism and somewhat serious about it","f","leo and it's fun to think about","no","english (fluently), sign language (poorly), spanish (poorly)","single","""life begins at the end of your comfort zone."" -neale walsh    hi! i'm ashley. i'm a sociology/pre-law major doing her last semester at skyl"
22,"fit",NA,"socially","never","working on college/university","indian",70,NA,"student",2012-06-27 20:15:00,"palo alto, california","doesn't have kids, but might want them","straight",NA,NA,"m","leo and it's fun to think about","no","english","single","i am currently in going to ubc, in my last year!!.    i love the outdoors. hiking, snowboarding, mountain biking, and just being outside. i "
40,NA,"mostly anything","socially",NA,"graduated from college/university","other",68,NA,"artistic / musical / writer",2012-03-15 08:53:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other and very serious about it","f","sagittarius and it's fun to think about",NA,"english","single",NA
27,"athletic","strictly anything","rarely","never","graduated from college/university","indian",74,NA,"other",2012-06-29 18:04:00,"emeryville, california","doesn't have kids, but might want them","straight","likes dogs",NA,"m",NA,"no","english, spanish (poorly)","single",NA
27,"skinny","mostly anything","socially","sometimes","graduated from college/university",NA,72,NA,"computer / hardware / software",2011-12-28 13:07:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other but not too serious about it","m","sagittarius and it's fun to think about","no","english (fluently), spanish (poorly), french (poorly)","single","growing food is a hobby. growing community is a passion.  i dream in color ...and 3d."
35,"athletic",NA,"socially","never","graduated from college/university","white",72,NA,"computer / hardware / software",2012-05-31 21:08:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english (fluently), french (fluently), german (fluently)","single","well traveled euro-mutt, grew up in france with german parents, born in the us and living in sf for the past 3 years.    i am not ok with, s"
23,"average","mostly anything","socially","never",NA,"asian, pacific islander",61,NA,"sales / marketing / biz dev",2012-06-04 23:18:00,"san mateo, california",NA,"straight","has dogs",NA,"f","scorpio but it doesn't matter",NA,"english, tagalog (fluently), spanish (poorly)","single","i am a 22 year old working student. i got to enjoy being 21 and then when 22 rolled around i got serious about working and going to school. "
35,"average","strictly vegetarian","socially",NA,"graduated from college/university","white",75,NA,"sales / marketing / biz dev",2012-06-30 05:52:00,"san francisco, california",NA,"straight","likes dogs and likes cats","atheism and very serious about it","m","scorpio and it matters a lot","no","english (fluently)","single","here are a few random facts about me:   i was born and raised in hawaii   i have lived in 4 states and 2 countries   i've been vegetarian fo"
52,"fit","mostly anything","not at all","never","graduated from two-year college","white",73,NA,"other",2012-06-29 14:28:00,"oakland, california","has a kid","straight","likes dogs and has cats","other but not too serious about it","m","aquarius and it's fun to think about","no","english (fluently), spanish (poorly)","single","i moved from nyc to the sf bay area in in 1998. i really enjoy living here and live in a great neighborhood. i have a varied back round, ran"
23,NA,NA,"socially","never","graduated from college/university","black, hispanic / latin",72,NA,"artistic / musical / writer",2012-03-29 23:02:00,"san francisco, california",NA,"straight",NA,NA,"m","taurus","no","english, spanish (fluently), sign language, swahili","single","i make movies  i like to meet new people  like to go on interesting dates"
33,"fit","mostly vegetarian","often","never","graduated from ph.d program","asian",68,NA,"science / tech / engineering",2012-06-30 19:38:00,"berkeley, california","doesn't have kids","straight",NA,"agnosticism but not too serious about it","m","scorpio","no","english (fluently), chinese (fluently)","single","what motivates me every day is a simple belief that i should do something as my career useful and valuable to this world. i also think that "
26,"thin","strictly anything","socially","sometimes","graduated from college/university","white",74,100000,"computer / hardware / software",2012-06-05 21:23:00,"san francisco, california","doesn't have kids, and doesn't want any","straight",NA,"atheism and laughing about it","m","leo and it's fun to think about","no","english, german (poorly), japanese (poorly), c++ (fluently)","seeing someone",NA
31,"athletic","mostly vegetarian","socially",NA,"graduated from college/university","white",70,NA,NA,2012-06-30 11:21:00,"san francisco, california",NA,"straight","likes dogs and likes cats","atheism but not too serious about it","m","pisces but it doesn't matter","no","english","single","oh, hey there. this is awkward, trying to describe yourself to someone you've never met. but stick with me, we'll get through this together."
38,"athletic","anything","rarely","sometimes","graduated from masters program","white",75,NA,"banking / financial / real estate",2012-06-30 18:48:00,"walnut creek, california","has kids","bisexual",NA,"agnosticism but not too serious about it","m","sagittarius but it doesn't matter","no","english","single","i have historically defined who i am by my intelligence and quick wit. at a later stage in life, that evolved to other areas such as success"
25,"average",NA,"socially","often","graduated from college/university",NA,69,NA,"education / academia",2012-06-27 14:46:00,"oakland, california",NA,"bisexual",NA,NA,"m","cancer","no","english","single",NA
26,"athletic",NA,"socially","never","graduated from college/university","asian",68,NA,NA,2012-03-22 09:36:00,"san francisco, california",NA,"straight",NA,NA,"m",NA,"no","english","single","i am a laid back, chill guy just enjoying life. i was born and raised in sf, went to college at cal berkeley, and now just working and livin"
41,"curvy",NA,"rarely","never","graduated from college/university","white",67,NA,"entertainment / media",2012-06-30 00:32:00,"alameda, california","doesn't have kids, but might want them","straight","has dogs and likes cats",NA,"f","cancer","no","english, spanish (okay)","single","my self. i'm a clever gal with a loving, giving spirit! i've made lots of amazing things happen in my life this past year and exploring the "
26,"fit","mostly anything","socially","never","working on law school","hispanic / latin",68,NA,NA,2012-06-21 17:53:00,"san francisco, california","doesn't have kids","straight",NA,"catholicism","m",NA,"no","english, spanish","single","it's about how you go about life, that defines who you are. for me, it's about having fun, working hard, and always challenging yourself.   "
30,NA,NA,"socially","never","graduated from college/university","asian",66,NA,"medicine / health",2012-05-20 08:56:00,"san francisco, california",NA,"straight","likes dogs and has cats","christianity but not too serious about it","m","scorpio and it's fun to think about","no","english (fluently), chinese (fluently)","single","i'm just a really simple guy. family is really important to me as are my friends. work takes up a lot of my time so when i'm not working i l"
30,"thin",NA,"rarely","never","graduated from two-year college","black, pacific islander, other",65,30000,"hospitality / travel",2011-09-17 20:18:00,"berkeley, california",NA,"straight","has dogs and dislikes cats",NA,"f","aries but it doesn't matter","no","english (fluently), french (poorly)","married","apparently i've been a member here for 4 years and am now just filling out the profile because i used to come here for the quizzes. my frien"
22,"average",NA,"socially","never","graduated from college/university","white",68,NA,"artistic / musical / writer",2012-06-29 20:01:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats",NA,"f","libra but it doesn't matter","sometimes","english","single","i write, create, direct and organize.  (i'd love to just do the first 3)    when it's sunny... i'm in the sunshine. when it's rainy, i'm jum"
31,"average","mostly anything","socially","never","graduated from college/university","asian",66,NA,"other",2012-06-28 21:25:00,"palo alto, california","doesn't have kids, but might want them","straight","likes dogs and dislikes cats","agnosticism","f","gemini but it doesn't matter","no","english (fluently)","single",NA
40,"fit","mostly anything","socially","never","graduated from masters program","white",71,60000,"medicine / health",2012-06-18 23:48:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","other","m","gemini but it doesn't matter","no","english (fluently), japanese (okay), spanish (poorly)","single","i'm pretty into good communication, coversations and connections with people...i'm thoughful, curious, and appreciate thoughtful people who "
